date,open,high,low,close,volume,closeadj,return,cumul,7days,14days
2011-01-31,11.993,12.144,11.939,12.118,377246800,10.404,0.009606986899563,0.0295893122216724,0.02,-0.00914285714285712
2011-02-01,12.189,12.345,12.178,12.322,426633200,10.579,0.016820453671665,0.0469074715487383,0.0559992014374127,0.00992840095465408
2011-02-02,12.302,12.33,12.27,12.297,258955200,10.557,-0.002079591643823,0.0447303315190499,0.0202957378950421,-0.000284090909090873
2011-02-03,12.278,12.294,12.091,12.266,393797600,10.53,-0.002557544757033,0.0420583869371598,0.00592281238058834,-0.00651004811774703
2011-02-04,12.273,12.382,12.268,12.375,321840400,10.624,0.008926875593542,0.0513607125185551,0.00768282272597953,-0.00570893776321946
2011-02-07,12.425,12.616,12.416,12.567,485021600,10.789,0.015530873493976,0.0676892627412171,0.0252779625582058,0.0329344183820008
2011-02-08,12.632,12.697,12.577,12.686,381040800,10.891,0.009454073593475,0.0777832756061356,0.056865599223678,0.0483203388199058
2011-02-09,12.685,12.822,12.674,12.791,482745200,10.982,0.008355522908824,0.0867887184562097,0.0555555555555556,0.0766666666666667
2011-02-10,12.764,12.857,12.428,12.662,928550000,10.871,-0.010107448552176,0.075804057397328,0.0276018527271009,0.0851467358754241
2011-02-11,12.67,12.778,12.627,12.745,367572800,10.941,0.006439150032196,0.0827313211281544,0.0363739698778063,0.0574079443316904
2011-02-14,12.742,12.838,12.74,12.828,310416400,11.013,0.00658075130244,0.0898565066798613,0.0458689458689459,0.0520634314100115
2011-02-15,12.828,12.856,12.77,12.854,284174800,11.035,0.001997639153728,0.0920336467095497,0.0386859939759037,0.0466660343355783
2011-02-16,12.886,13.032,12.875,12.969,481157600,11.134,0.008971454463072,0.101830776843147,0.0319770136249884,0.05806328993633
2011-02-17,12.759,12.867,12.733,12.796,530583200,10.986,-0.01329261720855,0.0871845620979714,0.00872279864107983,0.0660844250363901
2011-02-18,12.811,12.839,12.483,12.52,816057200,10.749,-0.021572910977608,0.0637308263236023,-0.0212165361500636,0.0331603229527107
2011-02-22,12.22,12.336,12.062,12.093,872555600,10.382,-0.034142710949856,0.027412172191984,-0.0449820623677675,-0.0186217979015031
2011-02-23,12.099,12.309,12.093,12.236,671854400,10.505,0.011847428241187,0.0395843641761504,-0.0398501051092222,-0.00492564175428623
2011-02-24,12.287,12.327,12.085,12.246,499900800,10.513,0.000761542122799,0.0403760514596734,-0.0454008898574412,-0.00161443494776825
2011-02-25,12.331,12.444,12.314,12.434,380018800,10.675,0.015409493008656,0.0564077189510144,-0.0326234707748074,0.00480045180722888
2011-02-28,12.544,12.68,12.54,12.615,403074000,10.83,0.014519906323185,0.0717466600692727,-0.0273037542662117,0.00380016683659279
2011-03-01,12.695,12.704,12.417,12.475,456136800,10.71,-0.011080332409972,0.0598713508164275,-0.0251228836701256,-0.0166192268845835
2011-03-02,12.498,12.655,12.443,12.576,602590800,10.796,0.008029878618114,0.0683819891142998,0.00437249976742016,-0.0169368056820252
2011-03-03,12.757,12.85,12.711,12.841,500788400,11.025,0.021211559836977,0.091044037605146,0.0619341167405125,0.0141661300708307
2011-03-04,12.86,12.867,12.777,12.857,453266800,11.038,0.001179138321995,0.0923305294408709,0.0507377439314611,0.00886573439356542
2011-03-07,12.907,12.917,12.547,12.691,546123200,10.896,-0.012864649393006,0.0782780801583376,0.0364310853229335,-0.0106238082266411
2011-03-08,12.675,12.764,12.58,12.706,356316800,10.908,0.001101321585903,0.0794656110836218,0.0218266978922717,-0.0115088355233349
2011-03-09,12.668,12.67,12.521,12.588,453306000,10.807,-0.009259259259259,0.069470559129144,-0.00212373037857805,-0.0293694988324052
2011-03-10,12.469,12.492,12.318,12.381,507539200,10.629,-0.016470805959101,0.0518555170707569,-0.00756302521008412,-0.0324959038776625
2011-03-11,12.333,12.583,12.322,12.571,471080400,10.792,0.015335403142347,0.0679861454725383,-0.000370507595405689,0.00400037212763982
2011-03-14,12.614,12.732,12.547,12.627,435957200,10.841,0.004540400296516,0.0728352300841166,-0.0166893424036282,0.0442111346561356
2011-03-15,12.218,12.423,12.146,12.337,721081200,10.591,-0.023060603265381,0.0480950024740225,-0.0404964667512231,0.00818657782008558
2011-03-16,12.214,12.25,11.652,11.786,1162011200,10.118,-0.044660560853555,0.00128649183572493,-0.07140234948605,-0.0375725292495006
2011-03-17,12.03,12.129,11.809,11.951,659422400,10.26,0.014034394149041,0.0153389411182583,-0.0594059405940593,-0.0388758782201406
2011-03-18,12.04,12.079,11.786,11.81,753214000,10.139,-0.011793372319688,0.00336467095497261,-0.0618117886555012,-0.0638042474607572
2011-03-21,12,12.133,11.973,12.118,409402000,10.403,0.026038070815663,0.0294903513112321,-0.0212625834979772,-0.0286647992530346
2011-03-22,12.234,12.236,12.112,12.186,325922800,10.462,0.005671440930501,0.0353290450272141,-0.0305782060785768,-0.0309373842163764
2011-03-23,12.117,12.151,11.998,12.114,372996400,10.4,-0.005926209137832,0.0291934685799109,-0.0406789041601328,-0.0566893424036281
2011-03-24,12.209,12.357,12.102,12.32,404712000,10.577,0.017019230769231,0.0467095497278574,-0.00132187706543285,-0.0417648124660265
2011-03-25,12.431,12.573,12.393,12.555,448910000,10.779,0.019098042923324,0.0666996536368134,0.0653291164261711,-0.0107378854625552
2011-03-28,12.613,12.654,12.516,12.516,309355200,10.745,-0.003154281473235,0.0633349826818406,0.047270955165692,-0.0149431609827649
2011-03-29,12.416,12.534,12.359,12.534,352900800,10.761,0.001489064681247,0.0649183572488865,0.0613472729065983,-0.00425650041639691
2011-03-30,12.523,12.531,12.409,12.451,329406000,10.689,-0.006690827989964,0.0577931716971796,0.0274920695953089,0.00564493367202945
2011-03-31,12.37,12.493,12.359,12.447,274019200,10.686,-0.000280662363177,0.0574962889658583,0.0214108201108776,-0.00982209043736104
2011-04-01,12.54,12.557,12.261,12.306,418661600,10.565,-0.011323226651694,0.0455220188025729,0.0158653846153844,-0.025458906004981
2011-04-04,12.297,12.307,12.086,12.185,460084800,10.461,-0.009843823946995,0.0352300841167739,-0.0109671929658693,-0.0122745727504484
2011-04-05,12.035,12.223,12,12.103,482731200,10.391,-0.006691520887105,0.0283028203859474,-0.0359959179886817,0.0269816169203398
2011-04-06,12.187,12.282,12.041,12.073,402539200,10.365,-0.002502165335386,0.0257298367144978,-0.0353652861796183,0.010233918128655
2011-04-07,12.075,12.158,12.001,12.074,373447200,10.366,9.64785335262341E-05,0.0258287976249381,-0.0367066257782733,0.0223887957392248
2011-04-08,12.14,12.148,11.927,11.966,377535200,10.273,-0.008971638047463,0.016625432953983,-0.0389185143605576,-0.0124963952705951
2011-04-11,11.931,11.988,11.787,11.814,398946800,10.143,-0.012654531295629,0.00376051459673432,-0.0508141493542953,-0.0304913018543299
2011-04-12,11.803,11.919,11.793,11.871,425639200,10.192,0.004830917874396,0.00860959920831261,-0.0353052531945102,-0.02
2011-04-13,11.965,12.005,11.876,12.005,346220000,10.306,0.0111852433281,0.0198911429985154,-0.0148169391071601,-0.0256216318426776
2011-04-14,11.957,12,11.859,11.872,301800800,10.192,-0.011061517562585,0.00860959920831261,-0.0191511885285343,-0.0544577419055571
2011-04-15,11.903,11.916,11.671,11.695,453605600,10.04,-0.014913657770801,-0.00643245917862456,-0.0313555233960445,-0.06561191251745
2011-04-18,11.646,11.865,11.434,11.852,609898800,10.175,0.013446215139442,0.00692726373082642,-0.0184256222265097,-0.0544559055849827
2011-04-19,11.896,12.071,11.847,12.066,419378400,10.359,0.018083538083538,0.0251360712518556,0.00837145916480098,-0.0308728599494807
2011-04-20,12.268,12.348,12.197,12.229,700666400,10.499,0.013514818032629,0.0389905987135082,0.0350980972098984,-0.0174995320980722
2011-04-21,12.678,12.683,12.447,12.525,753810400,10.753,0.024192780264787,0.0641266699653638,0.0550431711145998,0.0177946048272599
2011-04-25,12.512,12.634,12.511,12.607,266546000,10.824,0.006602808518553,0.0711528946066302,0.050261983310693,0.0347003154574133
2011-04-26,12.629,12.678,12.477,12.515,338800000,10.744,-0.007390983000739,0.0632360217714003,0.054160125588697,0.0339717062842844
2011-04-27,12.58,12.584,12.396,12.505,356213200,10.736,-0.000744601638124,0.0624443344878773,0.0693227091633468,0.0357935359382537
2011-04-28,12.364,12.491,12.34,12.384,360959200,10.632,-0.009687034277198,0.0521523998020781,0.0449140049140049,0.0256608142002701
2011-04-29,12.385,12.641,12.381,12.505,1006345200,10.735,0.009687735139202,0.0623453735774369,0.0362969398590598,0.0449722573736979
2011-05-02,12.491,12.517,12.339,12.367,442713600,10.617,-0.010992081974849,0.0506679861454726,0.0112391656348223,0.04673173617273
2011-05-03,12.428,12.496,12.344,12.436,313348000,10.676,0.005557125364981,0.0565066798614546,-0.00716079233702227,0.0474882260596545
2011-05-04,12.438,12.565,12.389,12.485,389250400,10.718,0.003934057699513,0.0606630380999504,-0.00979305247597928,0.0399767125946051
2011-05-05,12.443,12.534,12.359,12.384,335969200,10.632,-0.008023885053182,0.0521523998020781,-0.0104244229337305,0.043171114599686
2011-05-06,12.489,12.5,12.365,12.381,280134400,10.629,-0.000282167042889,0.0518555170707569,-0.00996646795827139,0.0586653386454183
2011-05-09,12.424,12.472,12.376,12.414,204747200,10.658,0.002728384608148,0.054725383473528,0.00244544770504129,0.0474692874692873
2011-05-10,12.46,12.489,12.381,12.48,282091600,10.714,0.005254269093639,0.060267194458189,-0.0019562179785747,0.0342697171541655
2011-05-11,12.465,12.5,12.33,12.401,336000000,10.646,-0.006346835915624,0.0535378525482435,0.00273146839973637,0.0140013334603295
2011-05-12,12.361,12.397,12.224,12.377,322000000,10.626,-0.001878639864738,0.0515586343394359,-0.0046834020232297,-0.0118106574909328
2011-05-13,12.345,12.366,12.155,12.161,326116000,10.44,-0.017504234895539,0.033151904997526,-0.0259376749393544,-0.0354767184035477
2011-05-16,12.114,12.187,11.879,11.903,449775200,10.219,-0.021168582375479,0.0112815437902027,-0.0388449962377728,-0.0488644825018615
2011-05-17,11.857,12.005,11.812,12.005,452334400,10.306,0.008513553185243,0.0198911429985154,-0.0303885596010914,-0.0400521609538005
2011-05-18,12.017,12.18,12,12.138,334776400,10.421,0.011158548418397,0.0312716476991588,-0.022236817414149,-0.0198457486832205
2011-05-19,12.217,12.229,12.095,12.162,261170000,10.441,0.001919201612129,0.0332508659079664,-0.0254806794847863,-0.0273870517000464
2011-05-20,12.127,12.177,11.965,11.972,337968400,10.278,-0.015611531462504,0.017120237506185,-0.034566973511178,-0.031929923707262
2011-05-23,11.785,11.999,11.765,11.943,383600000,10.253,-0.002432379840436,0.0146462147451756,-0.0351025785808394,-0.039621581116523
2011-05-24,11.982,11.996,11.834,11.864,321927200,10.185,-0.006632205208232,0.00791687283523013,-0.0244252873563218,-0.0497294271319275
2011-05-25,11.908,12.091,11.887,12.028,294224000,10.326,0.013843888070692,0.0218703612073232,0.0104706918485176,-0.0287810383747178
2011-05-26,11.999,12.032,11.944,11.964,222560800,10.271,-0.005326360643037,0.0164275111331025,-0.00339607995342506,-0.0336814375764417
2011-05-27,11.957,12.058,11.94,12.05,203599200,10.345,0.007204751241359,0.0237506185056904,-0.00729296612609143,-0.0293676111840869
2011-05-31,12.182,12.422,12.178,12.422,417754400,10.665,0.03093281778637,0.0554181098466104,0.0214538837276121,-0.00457345529214126
2011-06-01,12.46,12.576,12.309,12.34,554682800,10.594,-0.006657290201594,0.0483918852053438,0.0307452811831095,-0.00488446364831874
2011-06-02,12.375,12.428,12.296,12.361,338783200,10.612,0.001699074948084,0.0501731815932707,0.0350141422022823,-0.00131752305665345
2011-06-03,12.257,12.333,12.215,12.266,313250000,10.53,-0.007727101394648,0.0420583869371598,0.0338733431516935,0.00862068965517238
2011-06-06,12.316,12.395,12.065,12.073,461941200,10.365,-0.015669515669516,0.0257298367144978,0.00377687391051706,0.0142871122419024
2011-06-07,12.078,12.079,11.854,11.858,529785200,10.181,-0.017752050168838,0.00752102919346842,-0.00876253529354509,-0.0121288569765186
2011-06-08,11.849,11.957,11.809,11.866,333723600,10.187,0.000589333071408,0.00811479465611065,-0.0152730787820204,-0.0224546588619134
2011-06-09,11.902,11.917,11.812,11.839,275088800,10.164,-0.002257779522921,0.00583869371598222,-0.0469760900140647,-0.0265300258595921
2011-06-10,11.805,11.845,11.625,11.639,433955200,9.992,-0.016922471467926,-0.0111825828797625,-0.0568246177081365,-0.0278264253745865
2011-06-13,11.686,11.725,11.61,11.664,329473200,10.014,0.002201761409127,-0.00900544285007432,-0.056351300414625,-0.023310250658344
2011-06-14,11.786,11.902,11.761,11.873,334569200,10.193,0.017874975034951,0.0087085601187531,-0.0320037986704653,0.000785468826705937
2011-06-15,11.777,11.796,11.603,11.67,399196000,10.019,-0.017070538604925,-0.00851063829787235,-0.0333815726000964,-0.0297307766802247
2011-06-16,11.675,11.739,11.369,11.613,510591200,9.97,-0.004890707655455,-0.0133597229094508,-0.0207248796778311,-0.0293058124817447
2011-06-17,11.75,11.759,11.406,11.438,615020000,9.819,-0.015145436308927,-0.0283028203859476,-0.0361244723667418,-0.050845819236346
2011-06-20,11.334,11.347,11.089,11.261,640645600,9.668,-0.015378348100622,-0.0432459178624445,-0.0487996851633216,-0.093483356774496
2011-06-21,11.31,11.636,11.257,11.618,493382400,9.974,0.031650806785271,-0.0129638792676893,-0.00180144115292236,-0.0585236926562205
2011-06-22,11.613,11.746,11.514,11.522,390583200,9.892,-0.008221375576499,-0.0210786739238001,-0.01218294387857,-0.0678477195627591
2011-06-23,11.391,11.846,11.361,11.83,559759200,10.156,0.026688232915487,0.00504700643245926,-0.00362994211713907,-0.0355175688509021
2011-06-24,11.835,11.898,11.61,11.655,439807200,10.006,-0.014769594328476,-0.00979713013359729,-0.00129753468410021,-0.0346357935359383
2011-06-27,11.7,11.925,11.688,11.858,339813600,10.181,0.017489506296222,0.00752102919346842,0.0211634904714142,0
2011-06-28,11.916,12.025,11.909,11.973,294299600,10.279,0.009625773499656,0.0172191984166254,0.0468479478561972,0.00903111809168555
2011-06-29,12.002,12.013,11.853,11.93,352545200,10.242,-0.003599571942796,0.0135576447303316,0.0593711212246588,0.00767414403778055
2011-06-30,11.954,12.005,11.887,11.988,322954800,10.292,0.004881859011912,0.0185056902523502,0.0318828955283736,0.0300240192153722
2011-07-01,11.998,12.268,11.936,12.259,435313200,10.525,0.022638942868247,0.0415635823849578,0.0639911039223615,0.0510285600159777
2011-07-05,12.25,12.494,12.232,12.48,355054000,10.714,0.017957244655582,0.060267194458189,0.0549428909019298,0.0511135092710684
2011-07-06,12.463,12.646,12.383,12.563,444626000,10.785,0.00662684338249,0.0672934190994556,0.0778532880271836,0.076454736001597
2011-07-07,12.667,12.786,12.643,12.757,399663600,10.952,0.015484469170144,0.0838198911429984,0.0757292996758669,0.0984954864593781
2011-07-08,12.619,12.857,12.579,12.847,489633200,11.029,0.007030679327977,0.0914398812469075,0.0729642961377566,0.123230471534779
2011-07-11,12.726,12.849,12.601,12.643,442674400,10.854,-0.015867259044338,0.0741217219198416,0.0597539543057994,0.122672734795201
2011-07-12,12.626,12.774,12.451,12.634,451609200,10.846,-0.000737055463424,0.0733300346363186,0.0538282160901671,0.0874273110086223
2011-07-13,12.797,12.857,12.728,12.787,391638800,10.977,0.012078185506177,0.086293913904008,0.0429453681710215,0.109684593610999
2011-07-14,12.893,12.915,12.726,12.777,430533600,10.97,-0.000637697002824,0.0856011875309253,0.0238939705058803,0.0801496652225286
2011-07-15,12.899,13.036,12.828,13.033,484467200,11.189,0.01996353691887,0.107273626917368,0.0374594343996291,0.118229062562462
2011-07-18,13.051,13.38,13.046,13.35,572653200,11.461,0.024309589775673,0.13419099455715,0.0464755295836377,0.125724388566939
2011-07-19,13.5,13.523,13.333,13.459,819145600,11.555,0.008201727597941,0.143493320138545,0.0476924471846949,0.12413658916237
2011-07-20,14.147,14.152,13.786,13.818,941340400,11.863,0.026655127650368,0.173973280554181,0.0929611203243044,0.158269869166178
2011-07-21,13.82,13.931,13.711,13.832,526534400,11.875,0.001011548512181,0.175160811479466,0.0948736861515767,0.153808783521181
2011-07-22,13.868,14.109,13.848,14.046,516728800,12.059,0.015494736842105,0.193369619000495,0.0985697367222373,0.145748218527316
2011-07-25,13.941,14.286,13.915,14.232,589806000,12.219,0.013268098515632,0.209203364670955,0.113855970829535,0.140470412544334
2011-07-26,14.286,14.447,14.274,14.408,476582400,12.369,0.012275963663148,0.224047501237011,0.105460720350344,0.146870653685675
2011-07-27,14.307,14.38,14.005,14.021,659324400,12.037,-0.026841296790363,0.191192478970807,0.0502573946427014,0.0990686632578526
2011-07-28,13.986,14.178,13.862,13.993,594034000,12.014,-0.001910775110077,0.188916378030678,0.0397230636088273,0.0893100009067005
2011-07-29,13.844,14.113,13.714,13.946,632584400,11.973,-0.003412685200599,0.184858980702622,0.00927252802832346,0.103095632946379
2011-08-01,14.207,14.268,14.013,14.17,612836000,12.165,0.016036081182661,0.203859475507175,0.0244210526315789,0.121611654066015
2011-08-02,14.202,14.211,13.87,13.89,639539600,11.924,-0.019810933004521,0.180009896091044,-0.011194958122564,0.0862712945249156
2011-08-03,13.963,14.055,13.652,14.02,732508000,12.037,0.009476685675948,0.191192478970807,-0.0148948359112856,0.0972652689152234
2011-08-04,13.908,13.976,13.477,13.477,871407600,11.571,-0.038713965273739,0.145076694705591,-0.0645161290322581,0.0341406738761283
2011-08-05,13.587,13.697,12.949,13.344,1204590800,11.456,-0.009938639702705,0.133696190004948,-0.0482678408241257,-0.000436262106273566
2011-08-08,12.918,13.135,12.608,12.615,1143833600,10.83,-0.054643854748603,0.0717466600692727,-0.0985516896953553,-0.0627434011250541
2011-08-09,12.903,13.379,12.678,13.357,1082583600,11.468,0.058910433979686,0.134883720930232,-0.0421782343606448,-0.0332968051926157
2011-08-10,13.255,13.38,12.947,12.989,878656800,11.151,-0.027642134635508,0.103513112320633,-0.0833538840937115,-0.0609684210526316
2011-08-11,13.233,13.409,13.026,13.347,741969200,11.458,0.027531163124384,0.133894111825829,-0.039080845353908,-0.0498382950493407
2011-08-12,13.502,13.559,13.365,13.464,528976000,11.559,0.008814801885146,0.143889163780307,-0.0397108914181276,-0.0540142401178493
2011-08-15,13.558,13.749,13.503,13.693,460544000,11.756,0.017042996799031,0.163384463137061,0.0159882464782646,-0.0495593823267847
2011-08-16,13.626,13.692,13.431,13.588,498750000,11.666,-0.007655665192242,0.154477981197427,0.0183310055865922,-0.0308216332973332
2011-08-17,13.654,13.733,13.5,13.587,442061200,11.665,-8.57191839535032E-05,0.154379020286987,0.0771006463527237,-0.0290494423172966
2011-08-18,13.244,13.309,12.906,13.073,851435200,11.223,-0.037891127303901,0.11063829787234,-0.0213637949075688,-0.0626409421197694
2011-08-19,12.935,13.107,12.714,12.715,775888400,10.916,-0.027354539784372,0.080257298367145,-0.0210743431082414,-0.102671598849157
2011-08-22,13.018,13.031,12.682,12.73,535315200,10.929,0.001190912422133,0.0815437902028699,-0.0461686158142782,-0.0834451526333444
2011-08-23,12.868,13.344,12.75,13.343,656835200,11.455,0.04812883154909,0.133597229094508,-0.00899731810710258,-0.0483509180028246
2011-08-24,13.338,13.534,13.236,13.435,626267600,11.534,0.006896551724138,0.141415141019297,-0.0188839741408642,-0.0031976492956528
2011-08-25,13.039,13.409,13.036,13.347,871346000,11.459,-0.006502514305532,0.133993072736269,-0.0177438710783474,0.000261871508379974
2011-08-26,13.256,13.707,13.243,13.699,641477200,11.761,0.026354830264421,0.163879267689263,0.00822974710672963,0.0859649122807016
2011-08-29,13.864,13.982,13.857,13.928,405269200,11.957,0.01666524955361,0.183275606135576,0.0654014078232201,0.0426403906522499
2011-08-30,13.866,13.994,13.793,13.928,417922400,11.958,8.36330183155987E-05,0.183374567046017,0.0954562110663246,0.0723701910142589
2011-08-31,13.949,14.003,13.638,13.744,522586400,11.799,-0.013296537882589,0.167639782285997,0.0796047213834752,0.0297608657706405
2011-09-01,13.779,13.834,13.597,13.608,343725200,11.683,-0.009831341639122,0.156160316674913,0.0199039720646006,0.0107275715892379
2011-09-02,13.383,13.5,13.28,13.359,438939200,11.469,-0.018317213044595,0.134982681840673,-0.00563551239812743,-0.0244130656685948
2011-09-06,13.12,13.583,13.088,13.562,509698000,11.643,0.015171331415119,0.152201880257298,0.0160572475783227,-0.00197154123092747
2011-09-07,13.77,13.771,13.643,13.712,350576800,11.772,0.011079618654986,0.164967837704107,0.000935294617804727,0.00917273896270898
2011-09-08,13.657,13.879,13.654,13.719,416158400,11.778,0.000509683995922,0.165561603166749,-0.0149703102784979,0.049452018176958
2011-09-09,13.712,13.786,13.393,13.482,564813200,11.574,-0.017320427916455,0.145373577436912,-0.0321123933768189,0.0602784902894833
2011-09-12,13.425,13.603,13.282,13.569,467832400,11.649,0.006480041472265,0.15279564571994,-0.0127129417747267,0.0658797694208069
2011-09-13,13.648,13.793,13.58,13.736,440560400,11.793,0.012361576100953,0.167046016823355,0.0094153898827356,0.0295067656045394
2011-09-14,13.822,14.008,13.777,13.903,534724400,11.936,0.012125837361147,0.181197427016329,0.0407184584532219,0.0348534766776487
2011-09-15,13.98,14.059,13.925,14.034,417818800,12.049,0.009467158176944,0.192380009896091,0.0348707377823585,0.0514879134304913
2011-09-16,14.127,14.304,14.108,14.303,698513200,12.28,0.019171715495062,0.215239980207818,0.0431532449881074,0.0441289006036902
2011-09-19,14.178,14.758,14.114,14.701,823860800,12.621,0.027768729641694,0.248985650667986,0.0715741212429955,0.0555323241615791
2011-09-20,14.83,15.102,14.685,14.766,775754000,12.677,0.004437049362174,0.254527461652647,0.0952998099187834,0.0601271115571165
2011-09-21,14.987,15.057,14.714,14.719,605976000,12.637,-0.003155320659462,0.250569025235032,0.0848141471370933,0.0710229680481398
2011-09-22,14.322,14.636,14.168,14.351,968480800,12.32,-0.025085067658463,0.219198416625433,0.0446875264987705,0.0545236668663871
2011-09-23,14.296,14.527,14.28,14.439,546277200,12.396,0.006168831168831,0.226719445818901,0.0385388739946382,0.0808265759874445
2011-09-26,14.281,14.428,13.975,14.399,812876400,12.362,-0.002742820264601,0.223354774863929,0.0259772595236121,0.0617538435111225
2011-09-27,14.598,14.616,14.216,14.259,632497600,12.242,-0.009707167125061,0.211479465611084,-0.00309446254071644,0.0399252463472648
2011-09-28,14.293,14.419,14.161,14.179,429637600,12.173,-0.005636333932364,0.204651162790698,-0.0354963948973933,0.033537103073527
2011-09-29,14.354,14.365,13.793,13.949,651086800,11.975,-0.016265505627208,0.185056902523503,-0.0553758775735584,0.0346466217383792
2011-09-30,13.826,13.889,13.614,13.618,547640800,11.692,-0.023632567849687,0.157050964868877,-0.0747804067421065,0.00369130397459028
2011-10-03,13.585,13.666,13.328,13.379,669099200,11.486,-0.017618884707492,0.136665017318159,-0.0676948051948052,-0.0260323920970066
2011-10-04,13.377,13.636,12.652,13.303,1233677200,11.421,-0.005659063207383,0.130232558139535,-0.0786544046466603,-0.0431467828418231
2011-10-05,13.138,13.565,12.868,13.509,786469600,11.598,0.015497767270817,0.147748639287481,-0.0618022973628862,-0.0374304921570254
2011-10-06,13.333,13.742,13.279,13.477,812582400,11.571,-0.002327987584066,0.145076694705591,-0.0548113053422644,-0.0577361563517915
2011-10-07,13.421,13.491,13.16,13.207,535458000,11.339,-0.020050125313283,0.122117763483424,-0.0685122812782387,-0.101576737184058
2011-10-10,13.539,13.886,13.508,13.886,442514800,11.921,0.051327277537702,0.179713013359723,-0.00450939457202504,-0.0596355604638321
2011-10-11,14.02,14.399,13.982,14.296,605687600,12.273,0.029527724184213,0.214547253834735,0.0496920971604515,-0.0288043048191818
2011-10-12,14.548,14.616,14.291,14.364,622286000,12.332,0.004807300578506,0.220385947550717,0.0736548842068605,0.000974025974026072
2011-10-13,14.463,14.587,14.387,14.587,426185200,12.523,0.015488160882258,0.239287481444829,0.0964889239120918,0.010245240400129
2011-10-14,14.887,15.072,14.831,15.072,573367200,12.939,0.033218877265831,0.280455220188026,0.115623383341956,0.0466752952596667
2011-10-17,15.062,15.239,14.855,15,686044800,12.877,-0.004791714970245,0.274319643740722,0.112868377841155,0.0518706093775527
2011-10-18,15.063,15.172,14.857,15.08,881602400,12.946,0.005358390929564,0.281147946561108,0.141723256019049,0.0635011911607657
2011-10-19,14.334,14.586,14.207,14.236,1104059600,12.222,-0.055924609918122,0.209500247402276,0.0252495596007047,0.0206263048016702
2011-10-20,14.286,14.298,14.079,14.118,549270400,12.121,-0.008263786614302,0.199505195447798,-0.0123849099649637,0.0366917550461854
2011-10-21,14.218,14.255,13.955,14.031,621244400,12.046,-0.006187608283145,0.19208312716477,-0.0231916963996108,0.0487550060943756
2011-10-24,14.149,14.518,14.121,14.492,502138000,12.441,0.032790967956168,0.231172686788718,-0.00654795176874545,0.0893091673233519
2011-10-25,14.465,14.52,14.192,14.206,430427200,12.196,-0.019692950727434,0.206927263730826,-0.0574232939176135,0.051560613898948
2011-10-26,14.348,14.377,14.041,14.307,456304800,12.283,0.00713348638898,0.215536862939139,-0.0461287566979888,0.0615331432028348
2011-10-27,14.556,14.607,14.353,14.453,494664800,12.408,0.010176666938045,0.227906976744186,-0.0415572377568361,0.0942763912161566
2011-10-28,14.393,14.512,14.375,14.463,322842800,12.416,0.000644745325596,0.228698664027709,0.015873015873016,0.0415233621340492
2011-10-31,14.372,14.619,14.323,14.457,385501200,12.411,-0.000402706185567,0.228203859475507,0.023925418694827,0.0112441945734538
2011-11-01,14.193,14.268,14.043,14.161,531790000,12.157,-0.020465715897188,0.203067788223652,0.00921467707122692,-0.0141907233214402
